torre_id,datalog_id,canal_conexion_dl,sensor_id,altura_medicion,descripcion,unidades,numero_serie,marca,modelo,slope,offset,long_brazo_horizontal,long_brazo_vertical,orientacion,tipo,clase_sensor,anio_instalacion,fecha_instalacion,fecha_certificacion,fecha_calibracion,duracion_calibracion,activo
TRE-018,HPA-T1-DatLog-1,999,HPA-T1-A-3,75.0,anemometro                              ,m/s,1208479,Thies Clima,4.3351.10.000,0.04583,0.2384,5.0,1.05,,Horizontal                              ,Clase I                                 ,2020.0,,,,,True
TRE-018,HPA-T1-DatLog-1,999,HPA-T1-A-4,60.0,anemometro                              ,m/s,1208468,Thies Clima,4.3351.10.000,0.0459,0.2185,5.0,1.05,,Horizontal                              ,Clase I                                 ,2020.0,,,,,True
TRE-018,HPA-T1-DatLog-1,999,HPA-T1-A-5,40.0,anemometro                              ,m/s,7341,RM Young Company,27106T,,,3.0,0.825,,Vertical                                ,,2020.0,,,,,True
TRE-018,HPA-T1-DatLog-1,999,HPA-T1-V-1,78.0,veleta                                  ,deg,1799-00033426,NRG,1799,,,3.0,1.05,,,,2020.0,,,,,True
TRE-018,HPA-T1-DatLog-1,999,TRE-018-H-1,78.0,humedad                                 ,%,,,,,,,,,,,2021.0,,,,,True
TPI-T2,TPI-T2-DatLog-1,17,TPI-T2-Ter-1,76.0,termometro                              ,C,903700018,NRG,110 SC,55.7778,-86.92,,,,,,2016.0,,,2016-05-15,,True
TPI-T3,TPI-T3-DatLog-1,17,TPI-T3-Ter-1,76.0,termometro                              ,C,903700023,NRG,110 SC,55.5361,-86.21,,,,,,2016.0,,,2016-05-15,,True
TPI-T4,TPI-T4-DatLog-1,17,TPI-T4-Ter-1,76.0,termometro                              ,C,903700022,NRG,110 SC,55.3667,-86.3667,,,,,,2016.0,,,2016-05-15,,True
TPI-T5,TPI-T5-DatLog-1,17,TPI-T5-Ter-1,76.0,termometro                              ,C,903700021,NRG,110 SC,55.3634,-86.29,,,,,,2016.0,,,2016-05-15,,True
TRE-010,HNA-T1-DatLog-1,15,HNA-T1-Ter-1,95.0,termometro                              ,C,442804833,NRG,110 SC,56.0519,-87.06,,,,,,2019.0,,,1905-07-11,,True
TRE-010,HNA-T1-DatLog-1,4,HNA-T1-A-4,40.0,anemometro                              ,m/s,S/S,Thies Clima,4.3351.10.000,0.04619,0.2268,2.0,,182.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-03-07,,,True
HPA-T2,HPA-T2-DatLog-1,77.5,HPA-T2-Ter-1,1.0,termometro                              ,C,1925160003499C,Campbell Scientific,EE181-L,,,,,,,,2020.0,,,,,True
HPA-T3,HPA-T3-DatLog-1,77.5,HPA-T3-Ter-1,1.0,termometro                              ,C,1.93E+13,Campbell Scientific,EE181-L,,,,,,,,2020.0,,,,,True
HPA-T4,HPA-T4-DatLog-1,77.5,HPA-T4-Ter-1,1.0,termometro                              ,C,1.92E+13,Campbell Scientific,EE181-L,,,,,,,,2020.0,,,,,True
HPA-T5,HPA-T5-DatLog-1,28,HPA-T5-Ter-1,1.0,termometro                              ,C,,,,,,,,,,,2018.0,,,,,True
TRE-001,GNSR_T1-DatLog-1,63,GNSR_T1-Ter-1,15.0,termometro                              ,C,442804762,NRG,110 SC,55.718,-86.38,,,,,,2019.0,,,2018-10-15,365.0,True
TRE-002,GNSR_T2-DatLog-1,63,GNSR_T2-Ter-1,15.0,termometro                              ,C,442804750,NRG,110 SC,55.9935,-84.48,,,,,,2019.0,,,2018-10-15,365.0,True
TRE-002,GNSR_T2-DatLog-1,9,GNSR_T2-Ter-2,16.0,termometro                              ,C,442804747,NRG,110 SC,55.7071,-86.14,,,,,,2019.0,,,2018-10-15,365.0,True
TRE-002,GNSR_T2-DatLog-1,9,GNSR_T2-Bar-1,17.0,barometro                               ,mb,180535872,NRG,BP-20,217.9,105.8,,,,,,2019.0,,,2018-12-06,365.0,True
TRE-011,HNA-T2-DatLog-1,16,HNA-T2-Bar-1,75.0,barometro                               ,mb,180536329,NRG,BP-20,217.9,109.2,,,,,,2010.0,,,1905-07-02,,True
TRE-012,HNA-T3-DatLog-1,13,HNA-T3-V-1,75.0,veleta                                  ,deg,,,,,,,,,,,,,,,,True
TRE-012,HNA-T3-DatLog-1,14,HNA-T3-V-2,40.0,veleta                                  ,deg,,,,,,,,,,,,,,,,True
TPI-T2,TPI-T2-DatLog-1,16,TPI-T2-Bar-1,75.0,barometro                               ,mb,180529220,NRG, BP-20 ,217.9,104.5,,,,,,2016.0,,,2016-07-21,,True
TPI-T3,TPI-T3-DatLog-1,16,TPI-T3-Bar-1,75.0,barometro                               ,mb,180529223,NRG, BP-20 ,217.9,106.1,,,,,,2016.0,,,2016-07-21,,True
TPI-T4,TPI-T4-DatLog-1,16,TPI-T4-Bar-1,75.0,barometro                               ,mb,180529222,NRG, BP-20 ,217.9,105.3,,,,,,2016.0,,,2016-07-21,,True
TPI-T5,TPI-T5-DatLog-1,16,TPI-T5-Bar-1,76.0,barometro                               ,mb,180529221,NRG, BP-20 ,217.9,105.9,,,,,,2016.0,,,2016-07-21,,True
TRE-012,HNA-T3-DatLog-1,16,HNA-T3-Ter-1,76.0,termometro                              ,C,,,,,,,,,,,,,,,,True
HPA-T2,HPA-T2-DatLog-1,77.5,HPA-T2-Bar-1,1.0,barometro                               ,mb,2893,APOGEE,SB-100,,,,,,,,2020.0,,,,,True
HPA-T3,HPA-T3-DatLog-1,77.5,HPA-T3-Bar-1,1.0,barometro                               ,mb,2892,APOGEE,SB-100,,,,,,,,2020.0,,,,,True
HPA-T4,HPA-T4-DatLog-1,77.5,HPA-T4-Bar-1,1.0,barometro                               ,mb,2891,APOGEE,SB-100,,,,,,,,2020.0,,,,,True
HPA-T5,HPA-T5-DatLog-1,5,HPA-T5-Bar-1,1.0,barometro                               ,mb,7325142,SETRA,278,,,,,,,,2018.0,,,2018-06-29,,True
TRE-012,HNA-T3-DatLog-1,17,HNA-T3-Bar-1,76.0,barometro                               ,mb,,,,,,,,,,,,,,,,True
TRE-012,HNA-T3-DatLog-1,2,HNA-T3-A-2,76.0,anemometro                              ,m/s,1208479,,,,,,,,,,,,,,,True
TRE-012,HNA-T3-DatLog-1,20,HNA-T3-A-5,73.0,anemometro                              ,m/s,,,,,,,,,,,,,,,,True
TRE-012,HNA-T3-DatLog-1,4,HNA-T3-A-4,41.0,anemometro                              ,m/s,7341,,,,,,,,,,,,,,,True
TRE-013,TPI-T1-DatLog-1,13,TPI-T1-V-3,76.0,veleta                                  ,deg,1799-00013085,NRG, 200P,144.0,-0.1139,2.0,0.95,6.0,,,2019.0,2021-08-04,,,,True
TRE-013,TPI-T1-DatLog-1,16,TPI-T1-Bar-1,75.0,barometro                               ,mb,442804394,NRG, BP-20 ,217.9,105.5,,,,,,2019.0,,,2018-01-23,,True
TRE-013,TPI-T1-DatLog-1,2,TPI-T1-A-6,77.0,anemometro                              ,m/s,1208475,Thies Clima,4.3351.10.000,0.04603,0.2241,2.0,0.95,186.0,Horizontal                              ,Clase I                                 ,2019.0,2021-08-04,2018-03-06,,,True
TRE-013,TPI-T1-DatLog-1,20,TPI-T1-A-7,74.0,anemometro                              ,m/s,7346,RM Young Company,27106T,18.0,0.0,2.0,0.95,186.0,Vertical                                ,,2019.0,2021-08-04,,,,True
TRE-010,HNA-T1-DatLog-1,16,HNA-T1-Bar-1,95.0,barometro                               ,mb,180536330,NRG,BP-20,217.9,109.2,,,,,,2010.0,,,1905-07-02,,True
TRE-008,GNSR_T8-DatLog-1,19,GNSR_T8-Hum-2,9.0,humedad                                 ,%,,,,,,,,,,,,,,,,True
TRE-008,GNSR_T8-DatLog-1,18,GNSR_T8-Hum-1,9.0,humedad                                 ,%,,,,,,,,,,,,,,,,True
TPI-T3,TPI-T3-DatLog-1,4,TPI-T3-A-6,42.0,anemometro                              ,m/s,,,,,,,,,,,,2020-12-30,,,,True
TPI-T3,TPI-T3-DatLog-1,13,TPI-T3-V-3,76.0,veleta                                  ,deg,,,,,,,,,,,,2020-12-30,,,,True
TPI-T3,TPI-T3-DatLog-1,14,TPI-T3-V-4,40.0,veleta                                  ,deg,,,,,,,,,,,,2020-12-30,,,,True
TPI-T2,TPI-T2-DatLog-1,13,TPI-T2-V-3,76.0,veleta                                  ,deg,,,,,,,,,,,,2021-01-09,,,,True
TRE-006,GNSR_T6-DatLog-1,18,GNSR_T6-Hum-1,9.0,humedad                                 ,%RH,,,,,,,,,,,,,,,,True
TRE-007,GNSR_T7-DatLog-1,19,GNSR_T7-Hum-1,65.0,humedad                                 ,%RH,,,,,,,,,,,,,,,,True
T1-upd,T1-DL-upd,1,T1-DL-S1,100.0,veleta                                  ,deg,,,,,,,,,,,,,,,,True
TRE-018,HPA-T1-DatLog-1,999,HPA-T1-V-2,60.0,veleta                                  ,deg,1799-00033437,NRG,1799,,,5.0,1.05,,,,2020.0,,,,,True
TRE-008,GNSR_T8-DatLog-1,17,GNSR_T8-Bar-1,9.0,barometro                               ,mb,180535847,NRG,BP-20,217.9,106.4,,,,,,2019.0,,,2018-11-28,365.0,True
TRE-009,GNSR_T9-DatLog-1,6,GNSR_T9-Bar-1,17.0,barometro                               ,mb,180535846,NRG,BP-20,217.9,106.0,,,,,,2019.0,,,2018-11-28,365.0,True
TRE-001,GNSR_T1-DatLog-1,1,GNSR_T1-A-1,67.0,anemometro                              ,m/s,2194425,Thies Clima,4.3351.10.000,0.0461,0.2085,,2.0,0.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-018,HPA-T1-DatLog-1,999,HPA-T1-V-3,40.0,veleta                                  ,deg,1799-00033424,NRG,1799,,,5.0,1.05,,,,2020.0,,,,,True
TRE-001,GNSR_T1-DatLog-1,2,GNSR_T1-A-2,40.0,anemometro                              ,m/s,2194427,Thies Clima,4.3351.10.000,0.04595,0.2405,2.2,1.0,140.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-001,GNSR_T1-DatLog-1,3,GNSR_T1-A-3,20.0,anemometro                              ,m/s,2194429,Thies Clima,4.3351.10.000,0.04598,0.23,2.2,1.0,140.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-001,GNSR_T1-DatLog-1,20,GNSR_T1-A-4,64.0,anemometro                              ,m/s,06039-76786,RM Young Company,27106T,18.075,0.04238,2.2,1.0,140.0,Vertical                                ,,2019.0,,2018-11-27,,,True
TRE-001,GNSR_T1-DatLog-1,9,GNSR_T1-Ter-2,16.0,termometro                              ,C,442804686,NRG,110 SC,55.9004,-86.67,,,,,,2019.0,,,2018-08-01,365.0,True
TRE-001,GNSR_T1-DatLog-1,9,GNSR_T1-Bar-1,17.0,barometro                               ,mb,180535870,NRG,BP-20,217.9,105.8,,,,,,2019.0,,,2018-12-04,365.0,True
TRE-003,GNSR_T3-DatLog-1,1,GNSR_T3-A-1,67.0,anemometro                              ,m/s,06765-79178,Thies Clima,4.3351.10.000,0.04603,0.2242,,2.0,0.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-003,GNSR_T3-DatLog-1,2,GNSR_T3-A-2,40.0,anemometro                              ,m/s,3195320,Thies Clima,4.3351.10.000,0.04613,0.2251,2.2,1.0,150.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-003,GNSR_T3-DatLog-1,3,GNSR_T3-A-3,20.0,anemometro                              ,m/s,3195321,Thies Clima,4.3351.10.000,0.04606,0.2371,2.2,1.0,150.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-003,GNSR_T3-DatLog-1,20,GNSR_T3-A-4,64.0,anemometro                              ,m/s,3195322,RM Young Company,27106T,17.9907,0.05477,2.2,1.0,150.0,Vertical                                ,,2019.0,,2018-11-27,,,True
TRE-003,GNSR_T3-DatLog-1,14,GNSR_T3-V-2,39.0,veleta                                  ,deg,4190340,Thies Clima,4.3151.00.212,144.0,0.9618,2.2,1.0,330.0,,,2019.0,,,,,True
TRE-003,GNSR_T3-DatLog-1,63,GNSR_T3-Ter-1,15.0,termometro                              ,C,442804758,NRG,110 SC,55.4086,-85.17,,,,,,2019.0,,,2018-10-15,365.0,True
TRE-003,GNSR_T3-DatLog-1,9,GNSR_T3-Ter-2,16.0,termometro                              ,C,442804753,NRG,110 SC,55.3028,-85.48,,,,,,2019.0,,,2018-10-15,365.0,True
TRE-003,GNSR_T3-DatLog-1,9,GNSR_T3-Bar-1,17.0,barometro                               ,mb,180535869,NRG,BP-20,217.9,105.8,,,,,,2019.0,,,2018-12-04,365.0,True
TRE-004,GNSR_T4-DatLog-1,1,GNSR_T4-A-1,72.0,anemometro                              ,m/s,3195323,Thies Clima,4.3351.10.000,0.04611,0.227,,2.0,0.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-004,GNSR_T4-DatLog-1,2,GNSR_T4-A-2,50.0,anemometro                              ,m/s,06765-79175,Thies Clima,4.3351.10.000,0.04614,0.2189,1.9,1.0,155.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-004,GNSR_T4-DatLog-1,3,GNSR_T4-A-3,30.0,anemometro                              ,m/s,,Thies Clima,4.3351.10.000,0.04613,0.2077,1.9,1.0,155.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-004,GNSR_T4-DatLog-1,20,GNSR_T4-A-4,69.0,anemometro                              ,m/s,,RM Young Company,27106T,18.0,0.0,1.9,1.0,155.0,Vertical                                ,,2019.0,,2018-11-08,,,True
TRE-004,GNSR_T4-DatLog-1,13,GNSR_T4-V-1,68.0,veleta                                  ,deg,4190333,Thies Clima,4.3151.00.212,144.0,-0.2737,1.9,1.0,335.0,,,2019.0,,,,,True
TRE-004,GNSR_T4-DatLog-1,14,GNSR_T4-V-2,49.0,veleta                                  ,deg,4190334,Thies Clima,4.3151.00.212,144.0,0.3234,1.9,1.0,335.0,,,2019.0,,,,,True
TRE-004,GNSR_T4-DatLog-1,68,GNSR_T4-Ter-1,15.0,termometro                              ,C,442804685,NRG,110 SC,56.0289,-87.14,,,,,,2019.0,,,2018-08-01,365.0,True
TRE-004,GNSR_T4-DatLog-1,9,GNSR_T4-Ter-2,16.0,termometro                              ,C,442804745,NRG,110 SC,55.8837,-86.67,,,,,,2019.0,,,2018-09-17,365.0,True
TRE-004,GNSR_T4-DatLog-1,9,GNSR_T4-Bar-1,17.0,barometro                               ,mb,180535871,NRG,BP-20,217.9,108.3,,,,,,2019.0,,,2018-12-06,365.0,True
TRE-005,GNSR_T5-DatLog-1,1,GNSR_T5-A-1,61.0,anemometro                              ,m/s,,Thies Clima,4.3351.10.000,0.04584,0.2613,,2.0,0.0,Horizontal                              ,Clase I                                 ,2017.0,,2017-01-03,,,True
TRE-005,GNSR_T5-DatLog-1,2,GNSR_T5-A-2,40.0,anemometro                              ,m/s,,Thies Clima,4.3351.10.000,0.04596,0.2574,2.04,0.97,180.0,Horizontal                              ,Clase I                                 ,2017.0,,2017-01-03,,,True
TRE-005,GNSR_T5-DatLog-1,3,GNSR_T5-A-3,20.0,anemometro                              ,m/s,2180764,Thies Clima,4.3351.10.000,0.04596,0.2529,2.04,0.97,180.0,Horizontal                              ,Clase I                                 ,2017.0,,2017-01-03,,,True
TRE-005,GNSR_T5-DatLog-1,13,GNSR_T5-V-1,58.0,veleta                                  ,deg,1170086,Thies Clima,4.3151.10.210,,,2.04,0.97,0.0,,,2017.0,,,,,True
TRE-005,GNSR_T5-DatLog-1,14,GNSR_T5-V-2,38.0,veleta                                  ,deg,1170087,Thies Clima,4.3151.10.210,,,2.04,0.97,0.0,,,2017.0,,,,,True
TRE-005,GNSR_T5-DatLog-1,55,GNSR_T5-Ter-1,17.0,termometro                              ,C,903500053,NRG,110 SC,55.67,-86.89,,,,,,2017.0,,,2016-12-16,365.0,True
TRE-005,GNSR_T5-DatLog-1,7,GNSR_T5-Ter-2,18.0,termometro                              ,C,442803898,NRG,110 SC,55.4598,-85.26,,,,,,2017.0,,,2016-12-05,365.0,True
TRE-005,GNSR_T5-DatLog-1,55,GNSR_T5-Bar-1,16.0,barometro                               ,mb,180530743,NRG,BP-20,217.9,105.8,,,,,,2017.0,,,2016-12-12,365.0,True
TRE-006,GNSR_T6-DatLog-1,1,GNSR_T6-A-1,62.0,anemometro                              ,m/s,2180766,Thies Clima,4.3351.10.000,0.04614,0.2105,,2.0,0.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-006,GNSR_T6-DatLog-1,2,GNSR_T6-A-2,40.0,anemometro                              ,m/s,2180767,Thies Clima,4.3351.10.000,0.04614,0.2245,2.0,1.0,185.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-006,GNSR_T6-DatLog-1,3,GNSR_T6-A-3,20.0,anemometro                              ,m/s,2180768,Thies Clima,4.3351.10.000,0.04605,0.2354,2.0,1.0,185.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-006,GNSR_T6-DatLog-1,20,GNSR_T6-A-4,59.0,anemometro                              ,m/s,06034 - 76776,RM Young Company,27106T,18.0285,0.03779,2.0,1.0,185.0,Vertical                                ,,2019.0,,2018-11-27,,,True
TRE-006,GNSR_T6-DatLog-1,13,GNSR_T6-V-1,58.0,veleta                                  ,deg,4190327,Thies Clima,4.3151.00.212,144.0,-0.4074,2.0,1.0,5.0,,,2019.0,,,,,True
TRE-006,GNSR_T6-DatLog-1,14,GNSR_T6-V-2,39.0,veleta                                  ,deg,4190328,Thies Clima,4.3151.00.212,144.0,0.2671,2.0,1.0,5.0,,,2019.0,,,,,True
TRE-006,GNSR_T6-DatLog-1,15,GNSR_T6-Ter-1,58.0,termometro                              ,C,442804757,NRG,110 SC,55.8047,-86.27,,,,,,2019.0,,,2018-10-15,365.0,True
TRE-006,GNSR_T6-DatLog-1,16,GNSR_T6-Ter-2,9.0,termometro                              ,C,442804759,NRG,110 SC,56.0279,-86.77,,,,,,2019.0,,,2018-10-15,365.0,True
TRE-006,GNSR_T6-DatLog-1,17,GNSR_T6-Bar-1,9.0,barometro                               ,mb,180535848,NRG,BP-20,217.9,104.4,,,,,,2019.0,,,2018-11-28,365.0,True
TRE-007,GNSR_T7-DatLog-1,1,GNSR_T7-A-1,70.0,anemometro                              ,m/s,5161364,Thies Clima,4.3351.10.000,0.04592,0.2671,,2.0,0.0,Horizontal                              ,Clase I                                 ,2017.0,,2017-01-03,,,True
TRE-007,GNSR_T7-DatLog-1,2,GNSR_T7-A-2,50.0,anemometro                              ,m/s,5161363,Thies Clima,4.3351.10.000,0.04587,0.2774,1.63,0.97,143.0,Horizontal                              ,Clase I                                 ,2017.0,,2017-01-03,,,True
TRE-007,GNSR_T7-DatLog-1,3,GNSR_T7-A-3,30.0,anemometro                              ,m/s,5161362,Thies Clima,4.3351.10.000,0.04587,0.2689,1.63,0.97,143.0,Horizontal                              ,Clase I                                 ,2017.0,,2017-01-03,,,True
TRE-007,GNSR_T7-DatLog-1,13,GNSR_T7-V-1,60.0,veleta                                  ,deg,1170084,Thies Clima,4.3151.10.210,,,1.63,0.97,321.0,,,2017.0,,,,,True
TRE-007,GNSR_T7-DatLog-1,14,GNSR_T7-V-2,40.0,veleta                                  ,deg,1170085,Thies Clima,4.3151.10.210,,,1.63,0.97,321.0,,,2017.0,,,,,True
TRE-007,GNSR_T7-DatLog-1,17,GNSR_T7-Ter-1,65.0,termometro                              ,C,903500054,NRG,110 SC,55.8597,-87.01,,,,,,2017.0,,,2016-12-16,365.0,True
TRE-007,GNSR_T7-DatLog-1,18,GNSR_T7-Ter-2,7.0,termometro                              ,C,442803899,NRG,110 SC,55.7039,-86.74,,,,,,2017.0,,,2016-12-05,365.0,True
TRE-007,GNSR_T7-DatLog-1,16,GNSR_T7-Bar-1,65.0,barometro                               ,mb,180530744,NRG,BP-20,217.9,109.5,,,,,,2017.0,,,2016-12-12,365.0,True
TRE-008,GNSR_T8-DatLog-1,1,GNSR_T8-A-1,72.0,anemometro                              ,m/s,5161361,Thies Clima,4.3351.10.000,0.04617,0.2083,,2.0,0.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-008,GNSR_T8-DatLog-1,2,GNSR_T8-A-2,50.0,anemometro                              ,m/s,S/S,Thies Clima,4.3351.10.000,0.04615,0.2172,2.0,1.0,185.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-008,GNSR_T8-DatLog-1,3,GNSR_T8-A-3,30.0,anemometro                              ,m/s,5161360,Thies Clima,4.3351.10.000,0.04614,0.2103,2.0,1.0,185.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-008,GNSR_T8-DatLog-1,20,GNSR_T8-A-4,65.0,anemometro                              ,m/s,5161359,RM Young Company,27106T,18.0,0.0,2.0,1.0,185.0,Vertical                                ,,2019.0,,2018-11-08,,,True
TRE-008,GNSR_T8-DatLog-1,13,GNSR_T8-V-1,68.0,veleta                                  ,deg,4190329,Thies Clima,4.3151.00.212,144.0,-0.6755,2.0,1.0,5.0,,,2019.0,,,,,True
TRE-008,GNSR_T8-DatLog-1,14,GNSR_T8-V-2,40.0,veleta                                  ,deg,4190330,Thies Clima,4.3151.00.212,144.0,0.1405,2.0,1.0,5.0,,,2019.0,,,,,True
TRE-008,GNSR_T8-DatLog-1,15,GNSR_T8-Ter-1,65.0,termometro                              ,C,442804749,NRG,110 SC,55.4315,-86.62,,,,,,2019.0,,,2018-10-15,365.0,True
TRE-008,GNSR_T8-DatLog-1,16,GNSR_T8-Ter-2,9.0,termometro                              ,C,442804751,NRG,110 SC,55.2891,-85.3,,,,,,2019.0,,,2018-10-15,365.0,True
TRE-009,GNSR_T9-DatLog-1,2,GNSR_T9-A-2,30.0,anemometro                              ,m/s,5161357,Thies Clima,4.3351.10.000,0.04603,0.2316,1.9,1.0,180.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-009,GNSR_T9-DatLog-1,3,GNSR_T9-A-3,20.0,anemometro                              ,m/s,S/S,Thies Clima,4.3351.10.000,0.04604,0.2191,1.9,1.0,180.0,Horizontal                              ,Clase I                                 ,2019.0,,2019-02-14,,,True
TRE-009,GNSR_T9-DatLog-1,21,GNSR_T9-A-4,37.0,anemometro                              ,m/s,5161368,RM Young Company,27106T,18.0941,0.04557,1.9,1.0,180.0,Vertical                                ,,2019.0,,2018-11-08,,,True
TRE-009,GNSR_T9-DatLog-1,13,GNSR_T9-V-1,36.0,veleta                                  ,deg,4190331,Thies Clima,4.3151.00.212,144.0,0.3797,1.9,1.0,0.0,,,2019.0,,,,,True
TRE-009,GNSR_T9-DatLog-1,14,GNSR_T9-V-2,29.0,veleta                                  ,deg,4190332,Thies Clima,4.3151.00.212,144.0,0.0623,1.9,1.0,0.0,,,2019.0,,,,,True
TRE-009,GNSR_T9-DatLog-1,36,GNSR_T9-Ter-1,15.0,termometro                              ,C,442804746,NRG,110 SC,55.9843,-86.89,,,,,,2019.0,,,2018-09-17,365.0,True
TRE-009,GNSR_T9-DatLog-1,6,GNSR_T9-Ter-2,16.0,termometro                              ,C,442804766,NRG,110 SC,55.2389,-84.91,,,,,,2019.0,,,2018-10-15,365.0,True
